court_name,count
Tulalip Court of Appeals,41
Tuscarawas Circuit Court,13
Tuscarawas County Court of Common Pleas,87
Tuscarawas County Juvenile Court,3
Tuscarawas County Probate Court,57
Ulster County Court,12
Ulster Family Court,4
Ulster Justice Court,1
"Umatilla County Circuit Court, Oregon",4
Union County Circuit Court,2
"Union County Circuit Court, Oregon",2
Union County Court,14
Union County Court of Common Pleas,54
Union County Court of Quarter Sessions,12
Union County Family Court,12
Union County Orphans' Court,10
Union County Probate Court,2
United States Circuit Court for the Eastern District of South Carolina,7
United States Circuit Court for the Northern District of Florida,63
United States Circuit Court for the Southern District of Florida,21
United States Court of Berlin,1
United States Court of Military Appeals,6046
United States District Court for the District of Arkansas,60
United States District Court for the District of Oklahoma,2
United States Judicial Conference Committee on Judicial Conduct and Disability,2
United States Land Office,1
United States Provisional Court for the State of Louisiana,2
United States Surveyor,1
Upper Sandusky Municipal Court,2
U S Air Force Court of Military Review,1524
U.S. Army Court of Military Review,2206
U.S. Circuit Court,2247
U.S. Circuit Court for New York,84
U.S. Circuit Court for the District of Alabama,7
U.S. Circuit Court for the District of Arkansas,65
U.S. Circuit Court for the District of California,153
U.S. Circuit Court for the District of Colorado,319
U.S. Circuit Court for the District of Connecticut,674
U.S. Circuit Court for the District of District of Columbia,2828
U.S. Circuit Court for the District of Eastern Arkansas,122
U.S. Circuit Court for the District of Eastern Louisiana,392
U.S. Circuit Court for the District of Eastern Michigan,246
U.S. Circuit Court for the District of Eastern Missouri,908
U.S. Circuit Court for the District of Eastern New York,577
U.S. Circuit Court for the District of Eastern North Carolina,102
U.S. Circuit Court for the District of Eastern Oklahoma,20
U.S. Circuit Court for the District of Eastern Pennsylvania,1495
U.S. Circuit Court for the District of Eastern Tennessee,62
U.S. Circuit Court for the District of Eastern Texas,52
U.S. Circuit Court for the District of Eastern Virginia,229
U.S. Circuit Court for the District of Eastern Washington,34
U.S. Circuit Court for the District of Eastern Wisconsin,304
U.S. Circuit Court for the District of Georgia,24
U.S. Circuit Court for the District of Idaho,65
U.S. Circuit Court for the District of Illinois,122
U.S. Circuit Court for the District of Indiana,568
U.S. Circuit Court for the District of Iowa,114
U.S. Circuit Court for the District of Kansas,201
U.S. Circuit Court for the District of Kentucky,224
U.S. Circuit Court for the District of Louisiana,226
U.S. Circuit Court for the District of Maine,306
U.S. Circuit Court for the District of Maryland,315
U.S. Circuit Court for the District of Massachusetts,2159
U.S. Circuit Court for the District of Michigan,216
U.S. Circuit Court for the District of Middle Alabama,36
U.S. Circuit Court for the District of Middle Pennsylvania,77
U.S. Circuit Court for the District of Middle Tennessee,40
U.S. Circuit Court for the District of Minnesota,530
U.S. Circuit Court for the District of Mississippi,1
U.S. Circuit Court for the District of Missouri,66
U.S. Circuit Court for the District of Montana,140
U.S. Circuit Court for the District of Nebraska,178
U.S. Circuit Court for the District of Nevada,190
U.S. Circuit Court for the District of New Hampshire,124
U.S. Circuit Court for the District of New Jersey,603
U.S. Circuit Court for the District of North Dakota,11
U.S. Circuit Court for the District of Northern Alabama,67
U.S. Circuit Court for the District of Northern California,502
U.S. Circuit Court for the District of Northern Iowa,283
U.S. Circuit Court for the District of Northern Mississippi,15
U.S. Circuit Court for the District of Northern New York,831
U.S. Circuit Court for the District of Northern Ohio,335
U.S. Circuit Court for the District of Northern West Virginia,61
U.S. Circuit Court for the District of Ohio,252
U.S. Circuit Court for the District of Oregon,455
U.S. Circuit Court for the District of Pennsylvania,546
U.S. Circuit Court for the District of Rhode Island,478
U.S. Circuit Court for the District of South Carolina,347
U.S. Circuit Court for the District of South Dakota,36
U.S. Circuit Court for the District of Southern Alabama,96
U.S. Circuit Court for the District of Southern California,242
U.S. Circuit Court for the District of Southern Mississippi,50
U.S. Circuit Court for the District of Southern New York,5634
U.S. Circuit Court for the District of Southern Ohio,502
U.S. Circuit Court for the District of Texas,23
U.S. Circuit Court for the District of Utah,24
U.S. Circuit Court for the District of Vermont,217
U.S. Circuit Court for the District of Virginia,135
U.S. Circuit Court for the District of Washington,259
U.S. Circuit Court for the District of Western Arkansas,96
U.S. Circuit Court for the District of Western Kentucky,58
U.S. Circuit Court for the District of Western Michigan,145
U.S. Circuit Court for the District of Western Missouri,416
U.S. Circuit Court for the District of Western New York,100
U.S. Circuit Court for the District of Western North Carolina,118
U.S. Circuit Court for the District of Western Oklahoma,6
U.S. Circuit Court for the District of Western Pennsylvania,562
U.S. Circuit Court for the District of Western Tennessee,124
U.S. Circuit Court for the District of Western Texas,82
U.S. Circuit Court for the District of Western Virginia,144
U.S. Circuit Court for the District of Western Washington,49
U.S. Circuit Court for the District of Western Wisconsin,120
U.S. Circuit Court for the District of West Virginia,97
U.S. Circuit Court for the District of Wisconsin,37
U.S. Circuit Court for the District of Wyoming,5
U.S. Circuit Court for the Eastern District of Illinois,8
U.S. Circuit Court for the Mississippi Territory,1
U.S. Circuit Court for the Northern District of Georgia,268
U.S. Circuit Court for the Northern District of Illnois,880
U.S. Circuit Court for the Southern District of Georgia,226
U.S. Circuit Court for the Southern District of Illnois,56
U.S. Circuit Court for the Southern District of Iowa,233
U S Coast Guard Court of Criminal Appeals,249
U S Coast Guard Court of Military Review,164
U.S. Customs Court,45176
U.S. District Court,778
U.S. Judicial Conference Committee,8
U.S. Navy-Marine Corps Court of Military Review,1269
U.S. Tax Court,49716
Utah Supreme Court,18179
Utica City Court,45
Valley Stream Justice Court,12
Van Wert Circuit Court,8
Van Wert County Court of Common Pleas,28
Van Wert County Municipal Court,3
Van Wert County Probate Court,1
Venango County Court of Common Pleas,37
Venango County Court of Oyer and Terminer,1
Venango County Court of Quarter Sessions,7
Venango County Orphans' Court,3
Vermont Superior Court,3748
Veterans Claims,2945
Vinton County Circuit Court,1
Vinton County Court of Common Pleas,10
Virginia Beach County Circuit Court,231
Virginia Chancery Court,283
Virginia Circuit Court,830
Virgin Islands,35119
Volusia County Circuit Court,11
Volusia County Court,73
Volusia County Judge's Court,1
Wadsworth Municipal Court,18
Walton County Circuit Court,2
"Walton County Superior Court, Ga.",2
Wappinger Justice Court,4
Warren Circuit Court,1
Warren County Circuit Court,128
Warren County Court of Common Pleas,265
Warren County Court of Quarter Sessions,15
Warren County Juvenile Court,1
Warren County Municipal Court,4
Warren County Orphans' Court,7
Warren County Probate Court,1
Warren County Superior Court,3
Warren County Surrogate's Court,10
Warren Family Court,1
"Wasco County Circuit Court, Oregon",7
Washington Attorney General Reports,166
Washington County Circuit Court,42
"Washington County Circuit Court, Oregon",27
Washington County Court,1
Washington County Court of Common Pleas,504
Washington County Court of Quarter Sessions,71
Washington County Orphans' Court,41
Washington County Probate Court,1
"Washington County Superior Court, Ga.",4
Washington Supreme Court,48133
Washington Territory,321
Watertown City Court,33
Wayne Circuit Court,31
Wayne County Court,4
Wayne County Court of Common Pleas,45
Wayne County Court of Quarter Sessions,9
Wayne County Juvenile Court,1
Wayne County Municipal Court,1
Wayne County Orphans' Court,1
Wayne County Probate Court,1
Waynesboro County Circuit Court,4
W.D. Arkansas,249817
W.D. Kentucky,479685
W.D. Louisiana,555911
W.D. Michigan,486809
W.D. Missouri,530753
W.D. New York,437531
W.D. North Carolina,320102
W.D. Oklahoma,440427
W.D. Pennsylvania,618216
W.D. South Carolina,371
W.D. Tennessee,655377
W.D. Texas,1519240
W.D. Virginia,416041
W.D. Washington,987673
W.D. Wisconsin,249264
Webster Justice Court,43
Westbury Justice Court,13
Westchester County Children's Court,13
Westchester County Court,53
Westmoreland County Circuit Court,25
Westmoreland County Court of Common Pleas,469
Westmoreland County Court of Oyer and Terminer,2
Westmoreland County Court of Quarter Sessions,36
Westmoreland County Orphans' Court,13
West Virginia Court of Claims,5203
West Virginia Supreme Court,32355
White Earth Band of Chippewa Tribal Court,1
White Plains City Court,47
"Wilkes County Superior Court, Ga.",12
Williamsburg and James County Circuit Court,17
Williams Circuit Court,10
Williams County Court of Common Pleas,17
Willoughby Municipal Court,5
"Winchester Corporation Court, Va.",7
Winchester County Circuit Court,111
Wisconsin Attorney General Reports,1500
Wisconsin Supreme Court,43203
Wise & Norton County Circuit Court,71
Woodbury Justice Court,1
Wood Circuit Court,132
Wood County Court of Common Pleas,37
Woodstock Justice Court,1
Wyandot Circuit Court,8
Wyandot County Court of Common Pleas,2
Wyandotte County Circuit Court,1
Wycoming County Court of Common Pleas,1
Wyoming County Court,5
Wyoming County Court of Common Pleas,60
Wyoming County Court of Quarter Sessions,10
Wyoming Supreme Court,12301
Wythe County Circuit Court,4
Xenia Municipal Court,1
"Yamhill County Circuit Court, Oregon",5
Yates County Court,6
Yonkers City Court,251
Yonkers Court of Special Sessions,1
Yonkers Justice Court,2
York County Court of Common Pleas,583
York County Court of Oyer and Terminer,1
York County Court of Quarter Sessions,59
York County Orphans' Court,63
York County Poquoson County Circuit Court,2
Yorktown Justice Court,1
Yreka District Court,1
Yuba District Court,2
Zanesville Municipal Court,1
