unique_id,text
51571339-307927366-314172217,BNC Certificate Of Mailing
51571339-307927365-314172216,BNC Certificate Of Mailing
51571339-307795139-314039422,BNC Certificate Of Mailing - Meeting Of Creditors
51571339-307795138-314039421,BNC Certificate Of Mailing - PDF Document
51571339-307545297-313787416,Order Directing Employer To Make Deductions
51571339-307511845-313753517,Clerk's Approval of Applic Pay Filing Fee Installments
51571339-307399952-313640277,Meeting Of Creditors Ch 13
51571339-307371465-313611630,Voluntary Petition (Ch 13 - Atty Case Opening Only)
51571339-307371464-313611629,Chapter 13 Plan
51571339-307371463-313611628,Matrix
51571339-307371462-313611627,Form 121 - Statement of Social Security Number
51571339-307371461-313611626,Application To Pay Filing Fee In Installments
51571339-307371460-313611625,Chapter 13 - Form 122C-1 Statement Of Your Monthly Income
51571339-307371459-313611624,Certificate Of Credit Counseling
14748618-60304782-64406329,Judgment and Commitment Returned Executed
14748618-58815073-62905933,Petty Documents
14748618-58939511-63031494,Miscellaneous Relief
14748618-58939509-63031492,Order on Motion for Miscellaneous Relief
52987332-350899167-357339081,Notice of Merged Case
52987332-350855546-357295444,~ .English
52987332-350650160-357089829,Notice of Change of Hearing
52987332-350230384-356669601,Notice of Attorney Appearance - USA
52987332-350131164-356570348,Notice of Attorney Appearance - Defendant
52987332-350131163-356570347,Notice of Assertion of Rights
52987332-350007140-356446252,Order Setting Conditions of Release
52987332-349996950-356436059,Initial Appearance (w/ Schedules)
52987332-349996949-356436058,~ .Spanish
52987332-349920257-356359333,Arrest
52987332-349920254-356359330,Complaint
52987332-349920197-356359273,Set/Reset Duty Hearings
53423453-297422749-303653615,Final Decree (Certificate)
53423453-297245327-303475742,AutoClose Bankruptcy Case
53423453-297092118-303322384,"Discharge of Debtor - 7, 12, 13 (Certificate)"
53423453-296735333-302964971,Automatic Discharge of Debtor
53423453-295844362-302073126,Certificate of Credit Counseling - Debtor
53423453-295844351-302073115,Financial Management Course Certificate - Debtor and/or Joint Debtor
53423453-295184669-301410892,Notice of Intent to Close Chapter 7 Case Without Discharge (Certificate)
53423453-294849305-301074456,Financial Management Course Certificate - Debtor and/or Joint Debtor
53423453-294739039-300963985,Intent to Close Chapter 7 Case Without Discharge (Financial Management Cert.)
53423453-290762181-296982037,Notice of No Distribution (Certificate)
53423453-290603861-296823380,Notice of No Distribution
53423453-290534032-296753507,Report of No Distribution/341 Mtg Concluded () - Including Amended
53423453-289413797-295632722,CR/ECF - Fee Paid (Finance) AND CR/ECF - Final Installment Fee Paid
53423453-289374819-295593744,Final Installment Payment
53423453-287981464-294199240,Notice of Meeting of Creditors (Certificate)
53423453-287981463-294199239,Requirement to File a Statement of Completion - Financial Management (Certificate)
53423453-287751002-293968745,341 Meeting - Chapter 7 Only
53423453-287751001-293968744,Notice of Requirement to Complete Course in Financial Management
53423453-287578802-293796497,Add Party
53423453-287578801-293796496,Voluntary Petition 7 - Case Upload
53423453-287578799-293796494,First Meeting - 7
53423453-287578797-293796492,Appointment of Interim Trustee - Including Amended Appointment (Produces Form)
53423453-287578796-293796491,Master Address List
53423453-287578795-293796490,Statement of Social Security Number(s)
53423453-287578794-293796489,Pay Filing Fees in Installments
53423453-287578793-293796488,Pay Filing Fees in Installments (Links to Application to Pay Installments)
53423453-287578791-293796486,Summary/Schedules/Stmt Fin Affairs/Disclosure-Including Amendments
53423453-287578787-293796482,Statement of Intention
53423453-287578784-293796479,Business Income and Expenses - Including Amendments
53423453-287578783-293796478,Summary/Schedules/Stmt Fin Affairs/Disclosure-Including Amendments
14353184-339999264-346318292,Financial Affidavit - CJA23 (SEALED)
14353184-259768259-265953378,Order on Motion to Reduce Sentence - USSC Amendment 782
14353184-259768256-265953375,Order Reducing Sentence - NOT FOR PUBLIC DISCLOSURE page
14353184-258744567-264924263,Reduce Sentence - USSC Amendment 782
14353184-104971837-109254279,Order on Motion for Miscellaneous Relief
14353184-104946302-109228579,Miscellaneous Relief
14353184-102143843-106403459,Exhibits Destroyed
14353184-101001249-105252935,Exhibit Letter
14353184-99133928-103370546,Letter/Correspondence
14353184-86758457-90931126,Judgment on Probation/Supervised Release
14353184-86377245-90546991,Report and Recommendations
14353184-86332860-90502354,Waiver of Preliminary Revocation Hearing
14353184-86332858-90502352,Consent to Allocution before Magistrate Judge on Probation Revocation
14353184-86332855-90502349,Order Referring Probation/Supervised Release Hearing
14353184-86332852-90502346,Final Supervised Release Revocation Hearing
14353184-86332848-90502342,Exhibits
14353184-86332843-90502337,Waiver of 14 Day Rule to file Objections to R&R
14353184-85787303-89951152,Initial Disclosure of PSR to Attorneys
14353184-85787299-89951148,Sealed Presentence Investigation Report Filed
14353184-84820759-88977625,Terminate Attorney
14353184-84773235-88929484,Notice of Attorney Appearance - Defendant
14353184-84743671-88899679,Warrant Returned Executed
14353184-84743655-88899663,Arrest
14353184-84743649-88899657,Initial Appearance - Revocation Proceedings
14353184-84743615-88899623,Order Appointing Counsel
14353184-84743603-88899611,Order Regarding Financial Status
14353184-84743589-88899597,Financial Affidavit - CJA23 (SEALED)
14353184-84743584-88899592,Order of Detention on Petition for Offender under Supervision
14353184-84743562-88899569,Notice of Hearing
14353184-65322406-69460886,Probation Form 12
54366202-271512581-277716123,Notice of Change of Address
54688328-260087519-266273180,BNC Certificate of Mailing - Order of Discharge
54688328-253647755-259818836,Financial Management Course
54688328-253017891-259188658,ADI process Return Mail
54688328-252885151-259055910,Amended Schedules
54688328-252805351-258976099,Chapter 7 Trustee's Report of No Distribution
54688328-249483200-255648989,BNC Certificate of Mailing - Meeting of Creditors
54688328-249483199-255648988,BNC Certificate of Mailing - Notice of Requirement to Complete Financial Management Course
54688328-249198214-255363975,Certificate of Compliance
54688328-249124026-255289780,none
54688328-249050880-255216619,Chapter 7 Voluntary Petition (fee) - case upload
54688328-249050879-255216618,Certificate of Credit Counseling
54688328-249050878-255216617,Disclosure of Compensation of Attorney for Debtor
54688328-249050877-255216616,Statement of Intent
54688328-249050876-255216615,Social Security Number Verification Page
54688328-249050874-255216613,Chapter 7 Statements - Monthly Income (22A-1) / Exemption Presumption of Abuse (22A-1Supp)
54688328-249050859-255216598,Auto Assignment Meeting of Creditors Chapter 7
15569426-99034163-103270106,Close Chapter 7 Case (automatic)
15569426-98970861-103206444,BNC Certificate of Mailing - Order of Discharge
15569426-98520151-102752729,"Discharge of Debtor, Chapter 7 (automatic)"
15569426-98207208-102437703,Personal Financial Management Course Certificate
15569426-96504402-100721661,BNC Certificate of Notice
15569426-96318653-100534753,Notice to File a Cert of Completion of Financial Mgmt Course
15569426-87129659-91305127,Chapter 7 Trustee's Report of No Distribution - no funds auto
15569426-83833991-87982960,Request for Courtesy Notice of Electronic Filing (NEF)
15569426-83702450-87850215,BNC Certificate of Mailing - Meeting of Creditors
15569426-81277281-85421725,Meeting of Creditors Chapter 7 Individual No Asset
15569426-81277233-85421677,Creditors Uploaded
15569426-81277024-85421468,341 Notice Prepare
15569426-81162144-85306506,Voluntary Petition Chapter 7 (OTC)
15569426-81162135-85306498,Certificate of Credit Counseling for Debtor
15569426-81162129-85306492,Chapter 7 Statement of Monthly Income 122A-1 (Formerly Chapter 7 Means Test)
15569426-81162123-85306486,Social Security Number(s) Statement - PDF viewable by court only
15569426-81162104-85306467,Auto-Docket of Credit Card
54998528-325612065-331873390,Close Bankruptcy Case
54998528-323101471-329361997,BNC Certificate of Service - Notice of Dismissal
54998528-323023037-329283487,Ch 13 - Final Report and Account
54998528-322815732-329076095,Dismiss Case
54998528-321813601-328071904,BNC Certificate of Service - Order
54998528-321520585-327778796,Appearance
54998528-321461923-327720128,Order on Motion to Pay Filing Fee in Installments
54998528-321337398-327595523,BNC Certificate of Service - Notice
54998528-321337397-327595522,BNC Certificate of Service - Notice
54998528-321281693-327539789,Receipt of Filing Fee (OTC)
54998528-321235245-327493278,Chapter 13 Voluntary Petition
54998528-321235233-327493266,7-Day Notice of Incomplete Filing
54998528-321235230-327493263,Statement of Social Security Number(s)
54998528-321235225-327493258,"Pay Filing Fee in Installments, Application to"
7476729-44010818-46292800,Certificate of Mailing - BNC
7476729-43823871-46089053,Discharge of Debtor
7476729-39115835-41337082,Reaffirmation Agreement
7476729-38624289-40841690,Financial Management Course
7476729-38595608-40812704,Personal Financial Management Course Certificate
7476729-38595607-40812703,Personal Financial Management Course Certificate
7476729-38016062-40228130,Reaffirmation Agreement
7476729-32695546-34857572,Certificate of Mailing - BNC
7476729-32596299-34757630,Request for Notice
7476729-32585642-34746938,341 Meeting Issued after Auto Assign
7476729-32469503-34629961,Voluntary Petition (Chapter 7)
7476729-32469499-34629957,Statement 1015-2 with No Prior
7476729-32469497-34629955,Statement of Intent
7476729-32469495-34629953,Verification of Creditor Matrix
7476729-32469476-34629933,Certificate of Credit Counseling
56302790-253405846-259576677,Final Decree and Case Closed
56302790-249934708-256101715,Ch 7 Trustee's Report of No Distribution - No Funds
56302790-245403070-251568037,BNC Certificate of Mailing - Order of Discharge
56302790-245171862-251336827,Discharging Debtor(s)
56302790-240651219-246811535,Chapter 7 Trustee's Initial Report
56302790-239985715-246145140,Certification of Completion of Financial Management Course
56302790-238050109-244207475,BNC Certificate of Mailing - Meeting of Creditors
56302790-237830585-243987601,Flags Set CASECHECKED
56302790-237763473-243920411,none
56302790-237652479-243809247,Voluntary Petition (Chapter 7)
56302790-237652478-243809246,Statement of Social Security Number
56302790-237652477-243809245,Exhibit D
56302790-237652476-243809244,Bankruptcy Cover Sheet
56302790-237652475-243809243,Statement of Intent
56302790-237652474-243809242,Chapter 7 Means Test
56302790-237652473-243809241,Certificate of Budget and Credit Counseling Course
56302790-237652472-243809240,Auto Assignment Meeting of Creditors 7
51248850-293211921-299435093,BNC Certificate of Mailing - Electronic Order
51248850-292941600-299164521,Final Decree
51248850-292941595-299164516,Close Bankruptcy Case
51248850-289793171-296012186,Chapter 13 Trustee's Final Report and Account (batch)
51248850-286169820-292386060,BNC Certificate of Mailing
51248850-285994470-292210510,Discharging Chapter 13 Debtor
51248850-285965829-292181865,Notice of Plan Completion/Request for Discharge
51248850-285965828-292181864,Notice of Plan Completion/Request for Discharge
51248850-285038638-291253213,Declaration
51248850-284748587-290962745,Debtor's Certification in Support of Discharge
51248850-284748576-290962734,Debtor's Certification in Support of Discharge
51248850-283585141-289797870,Notice of Change of Address
51248850-281206774-287416277,Financial Management Course
51248850-281206741-287416244,Financial Management Course
51248850-259106210-265286314,BNC Certificate of Mailing
51248850-258834267-265013981,Case Reassigned
51248850-257385966-263560890,Notice of Default in Ch13 Plan Pymts
51248850-249133629-255299383,Notice of Default in Ch13 Plan Pymts
51248850-242097775-248259396,Notice of Default in Ch13 Plan Pymts
51248850-237306637-243463297,Notice of Default in Ch13 Plan Pymts
51248850-235354763-241507995,BNC Certificate of Mailing
51248850-235102476-241255578,Case Reassigned
51248850-227422087-233561009,Notice of Default in Ch13 Plan Pymts
56784156-309575773-315823800,Petty Documents
57246623-319641753-325897638,Certificate of Mailing by BNC of Order Closing Estate
57246623-319305369-325561017,Order Closing 13 Discharged
57246623-319305364-325561012,06-Close Bankruptcy Case - Discharged
57246623-318865173-325120097,Trustees (12/13) Final Report (batch)
57246623-315114922-321365930,Certificate of Mailing by BNC of Order Discharging Debtor.
57246623-314874471-321125425,Discharge of Ch. 13 Debtor
57246623-314788326-321039046,Debtor's 11 U.S.C. Section 1328 Certificate
57246623-314285428-320536049,Notice of Plan Completion Re: 522(q) May NOT Apply
57246623-311279590-317529418,Debtor's 11 U.S.C. Section 1328 Certificate
57246623-277425674-283633107,Personal Financial Management Course Certificate
57412837-257849391-264028789,Final Decree
57412837-257796845-263976112,BNC Certificate of Notice - Order of Discharge
57412837-257412901-263587860,Discharging Debtor - Auto
57412837-248362871-254528417,BNC Certificate of Notice (generic)
57412837-248362870-254528416,BNC Certificate of Notice - Meeting of Creditors
57412837-248072613-254238005,Notice of Missing Documents
57412837-248063794-254229186,Meeting of Creditors Chapter 7 No Asset
57575211-296104529-302333321,Final Decree
57575211-290117794-296336881,BNC Certificate of Notice - Order of Discharge
57575211-289950812-296169873,Discharging Debtor - Auto
57575211-289713518-295932507,Certification of No Objection
57575211-288107732-294325556,BNC Certificate of Notice (generic)
57575211-280599431-286808693,BNC Certificate of Notice - Meeting of Creditors
57575211-280250136-286459224,Meeting of Creditors Chapter 7 No Asset
58258031-297474354-303705361,Close Bankruptcy Case AND Close Bankruptcy Case
58258031-294378197-300602737,"TRUSTEE - Final Report and Account - Chapter 13 (not for conversions, supplemental) (batch) AND TRUSTEE - Final Report and Account - Chapter 13 (not for conversions, supplemental) (batch)"
58258031-288879198-295097659,COURT - Notice Of Reassignment of Case (batch) AND COURT - Notice Of Reassignment of Case (batch)
58258031-278488857-284696511,Proof of Service AND Proof of Service
58258031-278353568-284561200,Order Ruling on Motion to Dismiss Case (batch) AND Order Ruling on Motion to Dismiss Case (batch)
58258031-276363433-282570625,Proof of Service AND Proof of Service
58258031-276253042-282460214,Order Ruling on Motion to Dismiss Case (batch) AND Order Ruling on Motion to Dismiss Case (batch)
58258031-276221606-282428778,TRUSTEE - Motion to Dismiss Case (batch) AND TRUSTEE - Motion to Dismiss Case (batch)
58258031-233969444-240122197,Notice Of Resignation of Trustee AND Notice Of Resignation of Trustee
58258031-225831536-231969841,COURT - (NO PAPER) Change of Attorney Address - (Attorney Roll Clerk Only) AND COURT - (NO PAPER) Change of Attorney Address - (Attorney Roll Clerk Only)
58258031-223272282-229401708,COURT - Notice Of Reassignment of Case (batch) AND COURT - Notice Of Reassignment of Case (batch)
67316123-308313808-314559288,Mail Returned Undeliverable
67316123-306491697-312730195,Order on Motion to Compel
67316123-306422225-312660705,Compel
58753902-284159666-290373428,BNC Certificate of Mailing - Order of Discharge
58753902-284059664-290273246,Discharge Of Debtor - Ch. 7 - TAMPA/ORLANDO/JAX
58753902-284059660-290273242,"Order Approving Account, Discharging Trustee, Canceling Bond & Closing Estate (incl. Conditional)"
58753902-284059569-290273151,Close Bankruptcy Case
58753902-281271961-287481472,Certificate Of Completion of Financial Management Course (or) Certificate of Debtor Education
58753902-277857692-284065183,Report of No Distribution - Ch 7 - No Funds (No Paper)
58753902-275889852-282096931,BNC Certificate of Mailing - Order
58753902-275581051-281788110,In forma pauperis / Have the Chapter 7 Filing Fee Waived
58753902-274564695-280771420,BNC Certificate of Mailing - Meeting of Creditors
58753902-274524457-280731087,(NO PAPER) - 521 Compliance Entry
58753902-274507518-280714124,341 Mtg. Notice - Ch 7 Indiv. No Asset
58753902-274287182-280493352,Chapter 7 Voluntary Petition - Case Upload
58753902-274287181-280493351,Certificate of Credit Counseling (case upload)
58753902-274287180-280493350,Statement of Social Security Numbers (case upload)
58753902-274287168-280493338,Application to Proceed In forma pauperis / Have the Chapter 7 Filing Fee Waived
69214462-417732234-431504284,Confirmation Hearing Continued
69214462-417469790-431234472,Withdrawal - Notice
69214462-417347070-431107893,Amended Chapter 13 Plan
69214462-417024518-430774885,Objection to Confirmation of Plan
69214462-414941262-428610922,Confirmation Hearing Continued
69214462-414605599-428261715,Amended Chapter 13 Plan
69214462-414584496-428239303,Amended Schedules/Statements
69214462-413919939-427533631,Objection to Confirmation of Plan
69214462-411594420-424707339,Confirmation Hearing Continued
69214462-411186962-424149350,Objection to Confirmation of Plan
69214462-408872652-421065498,Confirmation Hearing Continued
69214462-407848633-419697598,341 Meeting Held and Continued
69214462-407625846-419355338,Objection to Confirmation of Plan
69214462-407157041-418726432,Financial Management Certificate
69214462-407157040-418726430,Financial Management Certificate
69214462-405039436-415828846,Schedules/Statements
69214462-404399299-414931738,Request for Service of Notices
69214462-404241957-414718636,BNC Certificate of Mailing - Meeting of Creditors
69214462-404241955-414718634,BNC Certificate of Mailing
69214462-404076391-414497569,none
69214462-403859365-414172298,RETIRED - Voluntary Petition (Chapter 13)
69214462-403859355-414172287,Statement of Social Security Number
69214462-403859345-414172277,Chapter 13 Plan
69214462-403859339-414172269,Certificate of Credit Counseling
69214462-403859323-414172255,Certificate of Credit Counseling
69214462-403878782-414200492,VAN-313 Notice Regarding Deficient Filings
69214462-403878775-414200484,Meeting of Creditors Chapter 13
69214462-403878736-414200445,Meeting of Creditors Chapter 13
53122379-342206173-348534183,Change of Address by Attorney
53122379-262517642-268708592,Final Decree (Certificate)
53122379-262324536-268515273,AutoClose Bankruptcy Case
53122379-262172537-268363232,"Discharge of Debtor - 7, 12, 13 (Certificate)"
53122379-261820562-268011123,Automatic Discharge of Debtor
53122379-261325383-267515464,Financial Management Course Certificate - Debtor and/or Joint Debtor
53122379-260067216-266252864,Notice of Intent to Close Chapter 7 Case Without Discharge (Certificate)
53122379-259650513-265835382,Intent to Close Chapter 7 Case Without Discharge (Financial Management Cert.)
53122379-254700562-260873084,Notice of No Distribution (Certificate)
53122379-254700561-260873083,Notice of No Distribution (Certificate)
53122379-254559671-260732172,Notice of No Distribution
53122379-254527764-260700219,Notice of No Distribution
53122379-254427717-260599799,Report of No Distribution/341 Mtg Concluded () - Including Amended
53122379-251284990-257453526,Notice of Payment Due (Certificate)
53122379-251005833-257174355,EFILED RECEIPT - Voluntary Petition Fee Paid
53122379-250917050-257085561,Notice of Payment Due (A/R) - Including Amended
53122379-250899162-257067672,Requirement to File a Statement of Completion - Financial Management (Certificate)
53122379-250899161-257067671,Notice of Meeting of Creditors (Certificate)
53122379-250841347-257009850,341 Meeting - Chapter 7 Only
53122379-250841346-257009849,Notice of Requirement to Complete Course in Financial Management
53122379-250694456-256862873,Add Party
53122379-250694455-256862872,Voluntary Petition 7 - Case Upload
53122379-250694434-256862851,First Meeting - 7
53122379-250694409-256862826,Appointment of Interim Trustee - Including Amended Appointment (Produces Form)
53122379-250694408-256862825,Master Address List
53122379-250694405-256862822,Statement of Social Security Number(s)
17444732-183270186-188740254,Judgment
17444732-183270196-188740263,Order
17444732-176790040-182154749,Order Reassigning Case
17444732-147064859-151815633,Order on Letter Request
17444732-147046791-151797393,Letter Request/Motion
17444732-137829328-142435485,Order on Motion for Leave to Proceed In Forma Pauperis
17444732-137784360-142390237,Proceed In Forma Pauperis
16751863-129842191-134337036,1 - Common Prompts (Text Only) AND Sentencing (Text Only)
16751863-129842151-134336996,Judgment and Commitment Issued/Judgment of Probation Issued
16751863-129210270-133697700,Sentencing and/or Disposition Memorandum
16751863-128746818-133229183,Minute Order
16751863-126741784-131204077,Sentencing and/or Disposition Memorandum
16751863-122803915-127233463,Order Adopting MJ Findings re Admissions/Pleas
16751863-120871587-125285904,Consent of Defendant & Order of Referral
16751863-120871576-125285893,Change of Plea Hearing (Text Only)
16751863-120871575-125285892,~Util - Plea Entered (Guilty)
16751863-120871574-125285891,1 - Common Prompts (Text Only)
16751863-120871572-125285889,Plea Agreement 
16751863-120871568-125285885,Magistrate Judge Findings & Recommendation
16751863-119986902-124394142,Notice of Change of Plea Hearing 
16751863-119974185-124381372,Set Change of Plea Hearing 
16751863-118799699-123195367,Arraignment (Text Only)
16751863-118799698-123195366,1 - Common Prompts (Text Only)
16751863-118799697-123195365,~Util - Set/Reset Hearings
16751863-118177677-122567939,Waiver of Defendants Presence at Arraignment and Acknowledgment of Trial Date
16751863-116913372-121291966,Indictment
16751863-116913369-121291963,Indictment/Information/Complaint (Sealed - Unredacted)
16751863-116913330-121291924,Minute Order
15640508-87018130-91192824,Initial Presentence Investigation Report
15640508-87018110-91192804,Sealed Attachment to PSR
15640508-87018096-91192790,Sealed Attachment to PSR
15640508-87018078-91192772,Sealed Addendum
15640508-87018075-91192769,Confidential Sentencing Recommendation
15640508-83631373-87778720,Initial Presentence Investigation Report
15640508-83631341-87778688,Sealed Attachment to PSR
15640508-83631336-87778683,Sealed Attachment to PSR
59673203-200213597-205954144,Trustee Payment Under 11 U.S.C. 330(e) Processed
59673203-188522101-194074119,Trustee Services Rendered Pursuant to Sec. 330(e)
59673203-166905150-172128784,BNC Certificate of Service - Discharge Order
59673203-166571547-171789837,Discharge of Debtor(s)
59673203-166571405-171789695,Close Bankruptcy Case
59673203-162535379-167696714,Abandonment Notation re: Trustee's Report of No Distribution
59673203-161238745-166380996,Auto-Docket of Credit Card
59673203-161222895-166364957,7-Day Notice of Incomplete Filing
59673203-161180859-166322258,Schedule(s) - Amended AND Declaration
59673203-161103105-166244427,Ch 7 - Report of No Distribution
59673203-161047025-166187826,Statement of Financial Affairs (First Filing or Amended)
59673203-161047019-166187820,Statement of Intention
59673203-160951272-166090687,341 Meeting Held - Trustee's Initial Report (TR7A)
59673203-159733777-164854399,Appearance AND Request for Notice
59673203-156903726-161994158,Personal Financial Management Course Certificate
59673203-156860012-161949879,BNC Certificate of Service - 341 Meeting Notice
59673203-156731128-161819623,BNC Certificate of Service - Notice
59673203-156514823-161600546,341 Meeting of Creditors (Ch 7 No Asset Individual)
59673203-156498575-161584019,Auto-Docket of Credit Card
59673203-156498571-161584015,Credit Counseling Certificate
59673203-156498565-161584009,Pay Advices and/or Statement in Lieu of Pay Advices
59673203-156372430-161456386,Deficiency Notice - Petition
59673203-156358568-161442308,7-Day Notice of Incomplete Filing
59673203-156331681-161414893,Chapter 7 Voluntary Petition
59673203-156331674-161414886,Ch 7 Statement of Current Monthly Income/Statement of Exemption (Form 122A-1 and 122A-1Supp)
59673203-156331673-161414885,Statement of Social Security Number(s)
29086398-168516884-173757946,Judgment
29086398-155808071-160880919,~Util - Set/Reset Deadlines/Hearings AND ~Util - Terminate Motions AND Order to Continue - Ends of Justice
29086398-155798306-160871003,Continue
29086398-151609605-156563169,~Util - Set/Reset Deadlines/Hearings AND ~Util - Add and Terminate Attorneys
29086398-151609604-156563168,Order Appointing Public Defender
29086398-151609602-156563166,Brady Order
29086398-151609600-156563164,Order of Detention Pending Trial
29086398-151560710-156512485,Order Setting Hearing or Trial
29086398-151460131-156403220,Detention
13173150-303849543-310085671,~Util - Set/Clear Flags AND Order
13173150-288301229-294519105,Amended Inactive Docket Order
13173150-256487917-262662382,MDL Order Moving Case To Inactive Docket
17396518-158359822-163462810,Stipulation of Dismissal
17396518-143490299-148179912,Disclosure
17396518-141863542-146528562,Dismiss
17396518-140265493-144905838,Report of Rule 26(f) Planning Meeting
17396518-140075700-144713389,Answer to Complaint
17396518-138413390-143029931,Answer to Complaint (Notice of Removal)
17396518-138388160-143004487,Notice of Appearance
17396518-137677103-142280266,Corporate Disclosure Statement
17396518-137025321-141621036,Extension of Time
17396518-136483927-141073227,Electronic Service Documents
17396518-136457177-141046257,Notice of Appearance
17396518-136483937-141073237,Electronic Filing Order
17396518-136483940-141073240,Order on Pretrial Deadlines
17396518-136325485-140913087,Notice of Appearance
17396518-136314507-140902064,Notice (Other)
17396518-136314518-140902075,Notice (Other)
17396518-136314534-140902090,Notice (Other)
17396518-136314536-140902093,Corporate Disclosure Statement
17396518-136314551-140902108,Notice of Removal
17396518-158702208-163809586,Judicial Evaluation Program Survey
17396518-158501708-163606066,Order Dismissing Case
17396518-146451623-151192040,Calendar Entry
17396518-146084311-150817876,Order on Motion to Dismiss
17396518-143549518-148239808,Docket Annotation
17396518-140566153-145209601,Order Referring Case to PJO
17396518-140409939-145051994,Scheduling Order
17396518-140409934-145051989,Calendar Entry
17396518-137287746-141885739,Update Answer Deadline
17396518-137204601-141801853,Order on Motion for Extension of Time
17396518-136325435-140913037,Add and Terminate Judges
15780689-121529603-125948460,Stipulation of Voluntary Dismissal
15780689-120027057-124434574,Order on Motion for Extension of Time
15780689-119939391-124346209,Extension of Time
15780689-118300321-122691740,Notice of Case Assignment/Reassignment
15780689-116551448-120926751,Order on Motion for Extension of Time
15780689-115684292-120051623,Extension of Time
15780689-108632280-112946374,Order on Motion for Extension of Time
15780689-108435664-112747964,Transcript
15780689-108435661-112747961,Notice of Filing Transcript
15780689-107863973-112171865,Extension of Time
15780689-107849765-112157505,Extension of Time
15780689-105203422-109487530,Response to Motion
15780689-105201300-109485356,Response to Motion
15780689-105200541-109484586,Notice of Appearance
15780689-104458508-108737246,Order on Motion for Conference
15780689-104100608-108376109,Conference
15780689-103745192-108017870,Order on Motion for Conference
15780689-103421934-107691969,Conference
15780689-102888084-107152897,Order on Motion for Extension of Time to File Response/Reply
15780689-102881835-107146606,Notice Regarding Deleted Document
15780689-102711073-106974697,Extension of Time to File Response/Reply
15780689-102480361-106742265,Notice of Appearance
15780689-102420237-106681611,Extension of Time to File Answer
15780689-101358897-105613083,Affidavit of Service Complaints
15780689-101342384-105596479,Affidavit of Service Complaints
15780689-101342356-105596451,Affidavit of Service Complaints
15780689-101336349-105590338,Affidavit of Service Complaints
15780689-101336313-105590302,Affidavit of Service Complaints
15780689-87205916-91382254,Summons Issued
15780689-87205892-91382230,Summons Issued
15780689-87047679-91222606,Request for Issuance of Summons
15780689-87047667-91222594,Request for Issuance of Summons
15780689-87039958-91214782,Summons Issued
15780689-87039940-91214764,Notice to Attorney Regarding Deficient Request for Issuance of Summons
15780689-87031583-91206352,Summons Issued
15780689-87026107-91200831,Notice to Attorney Regarding Party Modification
15780689-87026033-91200757,Case Opening Initial Assignment Notice
15780689-86881827-91055339,Civil Cover Sheet
15780689-86878168-91051679,Request for Issuance of Summons
15780689-86878167-91051678,Request for Issuance of Summons
15780689-86878166-91051677,Request for Issuance of Summons
15780689-86878165-91051676,Request for Issuance of Summons
15780689-86877960-91051452,Complaint
15843711-159346037-164461904,Close Bankruptcy Case (ALL)
15843711-159251052-164365651,Report of Final Account and Distribution and Application to be Discharged(batch)
15843711-159250822-164365419,UST Review of Chapter 7 Trustee Final Report and Applic of Trustee to be Discharged (batch)
15843711-151613393-156567315,Filing Fee Paid--Reopen
15843711-151330128-156264485,oCompensation by Professional Employed by Chapter 7 or 11 Trustee (Application for) AND oTrustee Application for Compensation (Chapter 7 or 11)
15843711-151299049-156233085,Lodging Proposed Order (Notice of)
15843711-151293189-156227195,Report of No Objection
15843711-148916611-153702125,BNC Certificate of Notice - PDF Document
15843711-148634178-153414088,Final Report and Account (Chapter 7) (batch)
15843711-148634165-153414075,Notice of Trustee's Final Report and Applications for Compensation (batch)
15843711-148634151-153414061,UST Review of Chapter 7 Trustee Final Report (batch)
15843711-148138636-152908785,Trustee Application for Compensation (Chapter 7 or 11)
15843711-142704477-147380188,Compensation by Professional Employed by Chapter 7 or 11 Trustee (Application for)
15843711-136481678-141070960,Case Reviewed (Trustee Memo Form)
15843711-95939818-100153037,Appointment of Trustee
15843711-93788745-97982547,zNotice of Claims Bar Date and Certificate of Notice (DO NOT USE)
15843711-93437073-97628051,BNC Form Request--Notice of Claims Bar Date
15843711-93352189-97542515,Request to Set Claims Bar Date
15843711-93275283-97464669,BNC Certificate of Notice - PDF Document
15843711-92616293-96803856,oReopening Bankruptcy Case
15843711-92603068-96790551,Change Judge
15843711-92591374-96778736,Withdrawal of Report of No Distribution
15843711-92591372-96778734,Lodging Proposed Order (Notice of)
6981339-344244318-350578945,BNC Certificate of Mailing - PDF Document
6981339-344179119-350513734,Confirming Chapter 11 Plan
6981339-343876837-350211434,Hearing - Minute Entry Held or Continued Re:
6981339-343809400-350143684,Amended Chapter 11 Plan
6981339-343809398-350143682,Chapter 11 Ballots
6981339-343809395-350143679,Support Brief/Memorandum
6981339-340997267-347320050,BNC Certificate of Mailing - PDF Document
6981339-340596901-346918526,Continue Hearing
6981339-340509809-346831148,Continue Hearing
6981339-339325575-345642415,Hearing - Minute Entry Held or Continued Re:
6981339-338969294-345285707,Operating Report
6981339-338969292-345285705,Operating Report
6981339-338969290-345285703,Operating Report
6981339-338969287-345285700,Operating Report
6981339-336364896-342672528,Certificate of Service
6981339-335731154-342037329,BNC Certificate of Mailing - PDF Document
6981339-335412401-341718262,Approving Disclosure Statement
6981339-335155991-341461377,Exhibit
6981339-332672815-338973548,BNC Certificate of Mailing - PDF Document
6981339-332465635-338765892,Miscellaneous Motion (Generic)
