unique_id,text,model,input_tokens,output_tokens,gpt_pred_sup,flp_sup
4608258-87366167-91543078,"Remark: Case transferred from Pennsylvania Western has been opened in Eastern District of TEXAS as case 4:17-cv-00385, filed 06/05/2017. (ept)",gpt-4o-mini-2024-07-18,348,2,Other,Notice
4608258-87366163-91543074,Case electronically transferred to Eastern District of Texas. (ept),gpt-4o-mini-2024-07-18,320,2,Other,Notice
4608258-87366159-91543070,ORDER transferring action to United States District Court for the Eastern District of Texas Sherman Division. Signed by Magistrate Judge Robert C. Mitchell on 6/1/2017. (awb) (Entered: 06/01/2017),gpt-4o-mini-2024-07-18,356,2,Order,Order
4608258-20031141-20953170,Memorandum opinion denying as moot Motion to Dismiss for Failure to State a Claim. The action will be transferred to the United States District Court for the Eastern District of Texas Sherman Division. Signed by Magistrate Judge Robert C. Mitchell on 6/1/2017. (awb) (Entered: 06/01/2017),gpt-4o-mini-2024-07-18,377,7,Brief / Memorandum of Law,Brief / Memorandum of Law
4608258-87366151-91543062,"REPLY BRIEF in support re 9 Motion to Dismiss for Failure to State a Claim filed by SMITH SYSTEM MFG., CO. (Attachments: # 1 Exhibit A, # 2 Exhibit B) (Strassburger, David) Modified on 4/18/2017. (jsp) (Entered: 04/17/2017)",gpt-4o-mini-2024-07-18,382,4,Reply / Response,Brief / Memorandum of Law
4608258-87366146-91543058,"CONSENT to Trial/Jurisdiction by US Magistrate Judge by SMITH SYSTEM MFG., CO.. (Strassburger, David) (Entered: 04/10/2017)",gpt-4o-mini-2024-07-18,346,2,Other,Other
4608258-87366143-91543053,"BRIEF in Opposition re 9 Motion to Dismiss for Failure to State a Claim filed by EISAMAN CONTRACT ASSOCIATES, INC.. (Attachments: # 1 Proposed Order) (Skatell, Christopher) (Entered: 04/10/2017)",gpt-4o-mini-2024-07-18,362,7,Brief / Memorandum of Law,Brief / Memorandum of Law
4608258-87366139-91543050,"CONSENT to Trial/Jurisdiction by US Magistrate Judge by EISAMAN CONTRACT ASSOCIATES, INC.. (Skatell, Christopher) (Entered: 04/07/2017)",gpt-4o-mini-2024-07-18,347,2,Other,Other
4608258-87366135-91543046,CASE MANAGEMENT ORDER: Willingness to proceed before Magistrate Judge due by 4/10/2017. Signed by Magistrate Judge Robert C. Mitchell on 3/20/17. (kld) (Entered: 03/20/2017),gpt-4o-mini-2024-07-18,362,2,Order,Order
4608258-87366131-91543042,"ORDER re 9 Motion to Dismiss for Failure to State a Claim filed by SMITH SYSTEM MFG., CO. Set Briefing Schedule: Brief in Opposition due by 4/10/2017 and Reply brief due by 4/17/2017. Signed by Magistrate Judge Robert C. Mitchell on 3/20/17. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (kld) (Entered: 03/20/2017)",gpt-4o-mini-2024-07-18,419,2,Order,Order
4608258-87366127-91543039,"BRIEF in Support re 9 Motion to Dismiss for Failure to State a Claim filed by SMITH SYSTEM MFG., CO.. (Strassburger, David) (Entered: 03/17/2017)",gpt-4o-mini-2024-07-18,352,7,Brief / Memorandum of Law,Brief / Memorandum of Law
4608258-87366124-91543035,"MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM by SMITH SYSTEM MFG., CO.. (Attachments: # 1 Exhibit A-Declaration of Molly Risdall Parnell, # 2 Proposed Order) (Strassburger, David) (Entered: 03/17/2017)",gpt-4o-mini-2024-07-18,370,4,Request / Motion,Request / Motion
4608258-87366120-91543032,ORDER granting 6 Motion for Alexander M. Hagstrom to Appear Pro Hac Vice. Signed by Magistrate Judge Robert C. Mitchell on 3/15/17. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (kld) (Entered: 03/15/2017),gpt-4o-mini-2024-07-18,384,2,Order,Order
4608258-87366115-91543028,ORDER granting 5 Motion for Thomas H. Boyd to Appear Pro Hac Vice. Signed by Magistrate Judge Robert C. Mitchell on 3/15/17. Text-only entry; no PDF document will issue. This text-only entry constitutes the Order of the Court or Notice on the matter. (kld) (Entered: 03/15/2017),gpt-4o-mini-2024-07-18,383,2,Order,Order
4608258-87366112-91543023,"MOTION for attorney Alexander M. Hagstrom to Appear Pro Hac Vice, (Filing fee $70, Receipt # 0315-4268151) by SMITH SYSTEM MFG., CO.. (Attachments: # 1 Proposed Order) (Hagstrom, Alexander) (Entered: 03/14/2017)",gpt-4o-mini-2024-07-18,377,4,Request / Motion,Request / Motion
4608258-87366109-91543020,"MOTION for attorney Thomas H. Boyd to Appear Pro Hac Vice, (Filing fee $70, Receipt # 0315-4268148) by SMITH SYSTEM MFG., CO.. (Attachments: # 1 Proposed Order) (Boyd, Thomas) (Entered: 03/14/2017)",gpt-4o-mini-2024-07-18,375,4,Request / Motion,Request / Motion
4608258-87366106-91543017,"Disclosure Statement identifying None as corporate parent or other affiliate, by EISAMAN CONTRACT ASSOCIATES, INC.. (Skatell, Christopher) (Entered: 03/03/2017)",gpt-4o-mini-2024-07-18,346,2,Other,Other
4608258-87366101-91543014,"Disclosure Statement identifying None as corporate parent or other affiliate, by SMITH SYSTEM MFG., CO.. (Strassburger, David) (Entered: 03/01/2017)",gpt-4o-mini-2024-07-18,345,2,Other,Other
4608258-87366099-91543009,CLERK'S OFFICE QUALITY CONTROL MESSAGE re 2 Notice of Appearance. ERROR: Party did not file disclosure statement as required pursuant to L.R. 7.1.1. CORRECTION: Attorney advised to file statement within 7 days. This message is for informational purposes only. Disclosure Statement due by 3/3/2017. (ept),gpt-4o-mini-2024-07-18,382,2,Notice,Notice
4608258-87366095-91543006,"NOTICE of Appearance by David A. Strassburger on behalf of SMITH SYSTEM MFG., CO.. (Strassburger, David) (Entered: 02/23/2017)",gpt-4o-mini-2024-07-18,346,2,Notice,Notice
4608258-87366092-91543003,"Summons Issued as to *SMITH SYSTEM MFG., CO.* (ept)",gpt-4o-mini-2024-07-18,326,3,Summon,Summon
4608258-15869031-16654812,"COMPLAINT against SMITH SYSTEM MFG., CO. (Filing fee, including Administrative fee, $400, receipt number 0315-4207667), filed by EISAMAN CONTRACT ASSOCIATES, INC. (Attachments: # 1 Civil Cover Sheet, # 2 Summons) (ept) (Entered: 01/13/2017)",gpt-4o-mini-2024-07-18,383,2,Complaint,Complaint
4608258-15869031-16654808,"COMPLAINT against SMITH SYSTEM MFG., CO. (Filing fee, including Administrative fee, $400, receipt number 0315-4207667), filed by EISAMAN CONTRACT ASSOCIATES, INC. (Attachments: # 1 Civil Cover Sheet, # 2 Summons) (ept) (Entered: 01/13/2017)",gpt-4o-mini-2024-07-18,383,2,Complaint,Complaint
61564913-190374555-195955026,ORDER DISMISSING CASE. SIGNED BY HONORABLE ANITA B. BRODY ON 3/18/22. 3/18/22 ENTERED AND COPIES E-MAILED.(jwl) (Entered: 03/18/2022),gpt-4o-mini-2024-07-18,363,2,Order,Order
61564913-188745710-194301789,ORDER TO SHOW CAUSE SHOW CAUSE RESPONSE DUE BY 3/11/2022. SIGNED BY HONORABLE ANITA B. BRODY ON 2/28/22. 3/1/22 ENTERED AND COPIES E-MAILED.(jwl) (Entered: 03/01/2022),gpt-4o-mini-2024-07-18,377,2,Order,Order
61564913-186513508-192032860,"Letter dated 2/2/22 re: If a waiver of service is not filed on or before February 22, 2022 the Court may enter an order dismissing the case against the defendant for lack of service. (jwl) (Entered: 02/02/2022)",gpt-4o-mini-2024-07-18,368,2,Notice,Notice
61564913-181530879-186975539,"Summons Issued as to KEITH BENSON, LANDMARK INFRASTRUCTURE PARTNERS LP, SADIQ MALIK, STEVEN M SONNENSTEIN, GERALD TYWONIUK, THOMAS CAREY WHITE III. E-MAILED To: COUNSEL on 11/22/21 (bw, )",gpt-4o-mini-2024-07-18,379,3,Summon,Summon
61564913-180752271-186257250,"COMPLAINT against All Defendants ( Filing fee $ 402 receipt number APAEDC-15563024.), filed by MATTHEW HOPKINS. (Attachments: # 1 Civil Cover Sheet, # 2 Designation Form)(GRABAR, JOSHUA) (Attachment 1 replaced on 11/22/2021) (sbt, ). (Attachment 2 replaced on 11/22/2021) (sbt, ). (Entered: 11/19/2021)",gpt-4o-mini-2024-07-18,414,2,Complaint,Complaint
61564913-180752271-186257249,"COMPLAINT against All Defendants ( Filing fee $ 402 receipt number APAEDC-15563024.), filed by MATTHEW HOPKINS. (Attachments: # 1 Civil Cover Sheet, # 2 Designation Form)(GRABAR, JOSHUA) (Attachment 1 replaced on 11/22/2021) (sbt, ). (Attachment 2 replaced on 11/22/2021) (sbt, ). (Entered: 11/19/2021)",gpt-4o-mini-2024-07-18,414,2,Complaint,Complaint
6773237-52474625-56502164,"Trustee Fee Paid. P1# NYWBCLERK18-0238 (TEXT ONLY EVENT). (Bibbs, D.)",gpt-4o-mini-2024-07-18,335,2,Other,Other
6773237-26503956-28576419,BNC Certificate of Mailing - Order (re: related document(s)73 Final Decree). Notice Date 05/20/2018. (Admin.) (Entered: 05/21/2018),gpt-4o-mini-2024-07-18,350,2,Notice,Other
6773237-52474624-56502163,"Bankruptcy Case Closed (TEXT ONLY EVENT) (Flag set: CLOSED) (Capogreco, C.)",gpt-4o-mini-2024-07-18,330,2,Other,Other
6773237-26340055-28411566,"Final Decree. Signed on 5/18/2018. (Capogreco, C.) (Entered: 05/18/2018)",gpt-4o-mini-2024-07-18,340,3,Judgment,Judgment
6773237-35169561-37355226,BNC Certificate of Mailing - Order (re: related document(s)70 Order on Motion For Relief From Stay). Notice Date 04/22/2018. (Admin.) (Entered: 04/23/2018),gpt-4o-mini-2024-07-18,354,2,Notice,Other
6773237-35169560-37355225,BNC Certificate of Mailing - Notice of Entry. (re: related document(s)70 Order on Motion For Relief From Stay). Notice Date 04/22/2018. (Admin.) (Entered: 04/23/2018),gpt-4o-mini-2024-07-18,357,2,Notice,Other
6773237-35169559-37355224,"Order Granting Motion For Relief From Stay re: 2005 Acura TL (RE: related doc(s) 56 Motion for Relief From Stay). Signed on 4/20/2018. NOTICE OF ENTRY. (Capogreco, C.) (Entered: 04/20/2018)",gpt-4o-mini-2024-07-18,370,2,Order,Order
6773237-35169558-37355223,"Exhibit B Amended on behalf of Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services. (RE: related document(s)56 Motion for Relief From Stay) Filed by Attorney (Mooney, Martin) (Entered: 04/19/2018)",gpt-4o-mini-2024-07-18,366,2,Other,Other
6773237-35169557-37355222,"Deficiency Notice. (re: related document(s)56 Motion for Relief From Stay filed by Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services). (Lawson, L.) (Entered: 03/23/2018)",gpt-4o-mini-2024-07-18,360,2,Notice,Notice
6773237-35169556-37355221,"No Opposition Filed. Chambers Copy under review. (TEXT ONLY EVENT) (re: related document(s)56 Motion for Relief From Stay filed by Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services). (Folwell, T.) (Entered: 03/22/2018)",gpt-4o-mini-2024-07-18,370,2,Other,Other
6773237-35169555-37355220,"Chapter 7 Trustee's Report of No Distribution : I, Kenneth W. Gordon, having been appointed trustee of the estate of the above-named debtor(s), report that I have neither received any property nor paid any money on account of this estate; that I have made a diligent inquiry into the financial affairs of the debtor(s) and the location of the property belonging to the estate; and that there is no property available for distribution from the estate over and above that exempted by law. Pursuant to Fed R Bank P 5009, I hereby certify that the estate of the above-named debtor(s) has been fully administered. I request that I be discharged from any further duties as trustee. MEETING: Was Previously Closed. Key information about this case as reported in schedules filed by the debtor(s) or otherwise found in the case record: This case was pending for 7 months. Assets Abandoned(without deducting any secured claims): $131300.00, Assets Exempt: $0.00, Claims Scheduled: $218434.00, Claims Asserted: Not Applicable, Claims scheduled to be discharged without payment(without deducting the value of collateral or debts excepted from discharge): $218434.00. (TEXT ONLY EVENT). Filed by Trustee Kenneth W. Gordon (Gordon, Kenneth) (Entered: 03/06/2018)",gpt-4o-mini-2024-07-18,586,2,Report,Report
6773237-35169554-37355219,BNC Certificate of Mailing - Order (re: related document(s)62 Order on Motion For Relief From Stay). Notice Date 03/03/2018. (Admin.) (Entered: 03/04/2018),gpt-4o-mini-2024-07-18,354,2,Notice,Other
6773237-35169553-37355218,BNC Certificate of Mailing - Notice of Entry. (re: related document(s)62 Order on Motion For Relief From Stay). Notice Date 03/03/2018. (Admin.) (Entered: 03/04/2018),gpt-4o-mini-2024-07-18,357,2,Notice,Other
6773237-35169552-37355217,"Order Granting Motion For Relief From Stay re: 2015 Nissan Titan, Amended Motion (RE: related doc(s) 49 Motion for Relief From Stay, 53 Amended Motion). Signed on 3/1/2018. NOTICE OF ENTRY. (Capogreco, C.) (Entered: 03/01/2018)",gpt-4o-mini-2024-07-18,380,2,Order,Order
6773237-35169551-37355216,"No Opposition Filed. Chambers Copy under review. (TEXT ONLY EVENT) (re: related document(s)49 Motion for Relief From Stay filed by Creditor Nissan Motor Acceptance Corporation). (Folwell, T.) (Entered: 03/01/2018)",gpt-4o-mini-2024-07-18,360,3,Minute Entry,Minute Entry
6773237-35169550-37355215,"Hearing Set Pending Opposition. (TEXT ONLY EVENT) (re: related document(s)56 Motion for Relief From Stay filed by Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services). Hearing set for 3/22/2018 at 10:00 AM Rochester Courtroom for 56, (Andrews, A.) (Entered: 02/27/2018)",gpt-4o-mini-2024-07-18,390,3,Minute Entry,Minute Entry
6773237-35169549-37355214,"Exhibit D - Motion for Relief From Stay on behalf of Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services. (RE: related document(s)56 Motion for Relief From Stay) Filed by Attorney (Mooney, Martin) (Entered: 02/26/2018)",gpt-4o-mini-2024-07-18,370,4,Request / Motion,Request / Motion
6773237-35169548-37355213,"Receipt of Statutory Fee for Motion for Relief From Stay(2-17-20825-PRW) [motion,mrlfsty] ( 181.00). Receipt #13022164, Amount Received $ 181.00. (U.S. Treasury) (Entered: 02/26/2018)",gpt-4o-mini-2024-07-18,374,4,Request / Motion,Other
6773237-35169547-37355212,"Motion for Relief from Stay re: 2005 Acura TL. Fee Amount $ 181. (Attachments: # 1 Exhibit A # 2 Exhibit B # 3 Exhibit C # 4 Cover Sheet # 5 Proposed Order # 6 Certificate of Service) Filed on behalf of Creditor Wells Fargo Bank, N.A., d/b/a Wells Fargo Dealer Services (Mooney, Martin) (Entered: 02/26/2018)",gpt-4o-mini-2024-07-18,398,4,Request / Motion,Request / Motion
6773237-35169546-37355211,"Hearing Set Pending Opposition. (TEXT ONLY EVENT) (re: related document(s)49 Motion for Relief From Stay filed by Creditor Nissan Motor Acceptance Corporation, 53 Amended Motion filed by Creditor Nissan Motor Acceptance Corporation). Hearing set for 3/1/2018 at 10:00 AM Rochester Courtroom for 49, (Andrews, A.) (Entered: 02/07/2018)",gpt-4o-mini-2024-07-18,394,3,Minute Entry,Minute Entry
6773237-35169545-37355210,"Amended Motion. Reason for Amended Motion: Amended Notice of Motion For Relief From Automatic Stay 2015 Nissan Titan (related doc(s): 49 Motion for Relief From Stay) (Attachments: # 1 Certificate of Service) Filed on behalf of Creditor Nissan Motor Acceptance Corporation (Dubuc, John) (Entered: 02/06/2018)",gpt-4o-mini-2024-07-18,382,4,Request / Motion,Request / Motion
6773237-35169544-37355209,"Deficiency Notice. (re: related document(s)49 Motion for Relief From Stay filed by Creditor Nissan Motor Acceptance Corporation). (Andrews, A.) (Entered: 02/05/2018)",gpt-4o-mini-2024-07-18,350,2,Notice,Notice
6773237-35169543-37355208,"Certificate of Service -Amended on behalf of Creditor Nissan Motor Acceptance Corporation. (RE: related document(s)49 Motion for Relief From Stay) Filed by Attorney (Dubuc, John) (Entered: 02/02/2018)",gpt-4o-mini-2024-07-18,357,2,Other,Other
6773237-35169542-37355207,"Receipt of Statutory Fee for Motion for Relief From Stay(2-17-20825-PRW) [motion,mrlfsty] ( 181.00). Receipt #13000389, Amount Received $ 181.00. (U.S. Treasury) (Entered: 02/02/2018)",gpt-4o-mini-2024-07-18,374,4,Request / Motion,Other
6773237-35169541-37355206,"Motion for Relief from Stay re: 2015 Nissan Titan. Fee Amount $ 181. (Attachments: # 1 Notice of Motion # 2 Cover Sheet # 3 Exhibit A # 4 Exhibit B # 5 Exhibit C # 6 Proposed Order # 7 Certificate of Service) Filed on behalf of Creditor Nissan Motor Acceptance Corporation (Dubuc, John) (Entered: 02/02/2018)",gpt-4o-mini-2024-07-18,394,4,Request / Motion,Request / Motion
6773237-35169540-37355205,"Notice of Procedure or Document Error to: Melissa DiCerbo. Incorrect event was selected, the correct event for this document is: Letter Withdrawing Matter; (re: related document(s)46 Letter filed by Creditor Branch Banking and Trust Company, Notice of Appearance Creditor Branch Banking and Trust Company). (Andrews, A.) (Entered: 01/29/2018)",gpt-4o-mini-2024-07-18,385,2,Notice,Errata
6773237-35169539-37355204,"Letter Withdrawing Matter. on behalf of Creditor Branch Banking and Trust Company . (RE: related document(s)39 Motion for Relief From Stay) (Andrews, A.) (Entered: 01/29/2018)",gpt-4o-mini-2024-07-18,354,2,Other,Other
6773237-35169538-37355203,"Letter Withdraw of Motion for Relief on behalf of Creditor Branch Banking and Trust Company. (RE: related document(s)39 Motion for Relief From Stay, 43 Cover sheet.) Filed by Attorney (DiCerbo, Melissa) CLERK'S NOTE: RE-DOCKETED AT ENTRY 47 TO SELECT CORRECT EVENT Modified on 1/29/2018 (Andrews, A.). (Entered: 01/26/2018)",gpt-4o-mini-2024-07-18,399,4,Request / Motion,Request / Motion
6773237-35169537-37355202,"Hearing Set Pending Opposition. (TEXT ONLY EVENT) (re: related document(s)39 Motion for Relief From Stay filed by Creditor Branch Banking and Trust Company, Notice of Appearance Creditor Branch Banking and Trust Company, 43 Cover sheet. filed by Creditor Branch Banking and Trust Company, Notice of Appearance Creditor Branch Banking and Trust Company). Hearing set for 2/15/2018 at 10:00 AM Rochester Courtroom for 39, (Finucane, P.) (Entered: 01/25/2018)",gpt-4o-mini-2024-07-18,419,3,Minute Entry,Minute Entry
6773237-35169536-37355201,"Cover sheet. Motion for Relief on behalf of Creditor Branch Banking and Trust Company. (RE: related document(s)39 Motion for Relief From Stay) Filed by Attorney (DiCerbo, Melissa) (Entered: 01/24/2018)",gpt-4o-mini-2024-07-18,359,2,Multiple,Request / Motion
6773237-35169535-37355200,"Deficiency Notice. (re: related document(s)39 Motion for Relief From Stay filed by Creditor Branch Banking and Trust Company, Notice of Appearance Creditor Branch Banking and Trust Company). (Finucane, P.) (Entered: 01/24/2018)",gpt-4o-mini-2024-07-18,363,2,Notice,Notice
6773237-35169534-37355199,"Notice of Appearance and Request for Notice by Melissa Sue DiCerbo. on behalf of Notice of Appearance Creditor Branch Banking and Trust Company. (Attachments: # 1 Certificate of Service) Filed by Attorney (DiCerbo, Melissa) (Entered: 01/23/2018)",gpt-4o-mini-2024-07-18,366,2,Notice,Notice
6773237-35169533-37355198,"Receipt of Statutory Fee for Motion for Relief From Stay(2-17-20825-PRW) [motion,mrlfsty] ( 181.00). Receipt #12990844, Amount Received $ 181.00. (U.S. Treasury) (Entered: 01/23/2018)",gpt-4o-mini-2024-07-18,374,4,Request / Motion,Other
6773237-35169532-37355197,"Motion for Relief from Stay re: 800 Fir Trl, Havelock, North Carolina 28532. Fee Amount $ 181. (Attachments: # 1 Cover Sheet # 2 Exhibit A- Loan Documents # 3 Exhibit B- Schedule # 4 Exhibit C- Order # 5 Affidavit of Service) Filed on behalf of Creditor Branch Banking and Trust Company (DiCerbo, Melissa) (Entered: 01/23/2018)",gpt-4o-mini-2024-07-18,404,4,Request / Motion,Request / Motion
6773237-35169531-37355196,BNC Certificate of Mailing. (re: related document(s)34 Generate Notice to Additional Recipients). Notice Date 01/14/2018. (Admin.) (Entered: 01/15/2018),gpt-4o-mini-2024-07-18,352,2,Notice,Other
6773237-35169530-37355195,BNC Certificate of Mailing - Notice of Entry. (re: related document(s)34 Generate Notice to Additional Recipients). Notice Date 01/14/2018. (Admin.) (Entered: 01/15/2018),gpt-4o-mini-2024-07-18,356,2,Notice,Other
6773237-35169529-37355194,BNC Certificate of Mailing - Order (re: related document(s)33 Order on Motion For Relief From Stay). Notice Date 01/13/2018. (Admin.) (Entered: 01/14/2018),gpt-4o-mini-2024-07-18,354,2,Notice,Other
6773237-35169528-37355193,BNC Certificate of Mailing - Notice of Entry. (re: related document(s)33 Order on Motion For Relief From Stay). Notice Date 01/13/2018. (Admin.) (Entered: 01/14/2018),gpt-4o-mini-2024-07-18,357,2,Notice,Other
6773237-35169527-37355192,"Request by the Court for the Bankruptcy Noticing Center to send attached pdf to additional recipient(s). (re: related document(s)33 Order on Motion For Relief From Stay, Order on Amended Motion). (Finucane, P.) (Entered: 01/12/2018)",gpt-4o-mini-2024-07-18,366,2,Other,Request / Motion
6773237-35169526-37355191,"Order Granting Motion For Relief From Stay re: 2015 SUNDANCE B22CCR SVTB2429L415; 2015 YAMAHA F115XB 6EKX1008242, and 2015 ROAD KING RKAFSDB22 5KZBB2219FA042139, Amended Motion (RE: related doc(s) 23 Motion for Relief From Stay, 27 Amended Motion). Signed on 1/11/2018. NOTICE OF ENTRY. (Capogreco, C.) (Entered: 01/11/2018)",gpt-4o-mini-2024-07-18,429,2,Order,Order
6773237-35169525-37355190,"No Opposition Filed. Chambers Copy under review. (TEXT ONLY EVENT) (re: related document(s)23 Motion for Relief From Stay filed by Notice of Appearance Creditor USAA Federal Savings Bank). (Folwell, T.) (Entered: 01/11/2018)",gpt-4o-mini-2024-07-18,364,2,Other,Other
6773237-35169524-37355189,"Hearing Set Pending Opposition. (TEXT ONLY EVENT) (re: related document(s)23 Motion for Relief From Stay filed by Notice of Appearance Creditor USAA Federal Savings Bank, 27 Amended Motion filed by Notice of Appearance Creditor USAA Federal Savings Bank). Hearing set for 1/11/2018 at 10:00 AM Rochester Courtroom for 23, (Lawson, L.) (Entered: 12/07/2017)",gpt-4o-mini-2024-07-18,402,3,Minute Entry,Minute Entry
6773237-35169523-37355188,BNC Certificate of Mailing. (re: related document(s)26 Deficiency Notice). Notice Date 12/06/2017. (Admin.) (Entered: 12/07/2017),gpt-4o-mini-2024-07-18,349,2,Notice,Other
6773237-35169522-37355187,"Amended Motion. Reason for Amended Motion: Deficiency Notice (DE26) (related doc(s): 23 Motion for Relief From Stay) (Attachments: # 1 Cover Sheet Amended Cover Sheet # 2 Certificate of Service) Filed on behalf of Notice of Appearance Creditor USAA Federal Savings Bank (Jeanfreau, Charles) (Entered: 12/06/2017)",gpt-4o-mini-2024-07-18,388,4,Request / Motion,Request / Motion
6773237-35169521-37355186,"Deficiency Notice. (re: related document(s)23 Motion for Relief From Stay filed by Notice of Appearance Creditor USAA Federal Savings Bank, 24 Notice filed by Notice of Appearance Creditor USAA Federal Savings Bank). (Lawson, L.) (Entered: 12/04/2017)",gpt-4o-mini-2024-07-18,370,2,Notice,Notice
6773237-35169520-37355185,"Receipt of Statutory Fee for Motion for Relief From Stay(2-17-20825-PRW) [motion,mrlfsty] ( 181.00). Receipt #12947242, Amount Received $ 181.00. (U.S. Treasury) (Entered: 12/01/2017)",gpt-4o-mini-2024-07-18,374,4,Request / Motion,Other
6773237-35169519-37355184,"Notice re: Motion for Relief From Stay on behalf of Notice of Appearance Creditor USAA Federal Savings Bank. (RE: related document(s)23 Motion for Relief From Stay) (Attachments: # 1 Certificate of Service) Filed by Attorney (Jeanfreau, Charles) (Entered: 12/01/2017)",gpt-4o-mini-2024-07-18,374,2,Notice,Notice
6773237-35169518-37355183,"Motion for Relief from Stay re: 2015 SUNDANCE B22CCR SVTB2429L415; 2015 YAMAHA F115XB 6EKX1008242, and 2015 ROAD KING RKAFSDB22 5KZBB2219FA042139. Fee Amount $ 181. (Attachments: # 1 Exhibit A_ Note # 2 Exhibit B_ Title and UCC # 3 Exhibit C_Payment History # 4 Cover Sheet # 5 Proposed Order # 6 Certificate of Service) Filed on behalf of Notice of Appearance Creditor USAA Federal Savings Bank (Jeanfreau, Charles) (Entered: 12/01/2017)",gpt-4o-mini-2024-07-18,452,4,Request / Motion,Request / Motion
6773237-35169517-37355182,BNC Certificate of Mailing - Order of Discharge. (re: related document(s)21 Order Discharging Debtor(s)-Chapter 7). Notice Date 10/28/2017. (Admin.) (Entered: 10/29/2017),gpt-4o-mini-2024-07-18,361,2,Notice,Other
6773237-35169516-37355181,"Order Discharging Debtor. Chapter 7. Signed on 10/26/2017 (RE: related document(s)6 Meeting of Creditors Notice (WG)(Ch 7 No Asset) filed by U.S. Trustee Kathleen Dunivin Schmitt). (Capogreco, C.) (Entered: 10/26/2017)",gpt-4o-mini-2024-07-18,379,2,Order,Order
6773237-35169515-37355180,"Notice of Appearance and Request for Notice by Charles Harris Jeanfreau Jr.. by USAA Federal Savings Bank. Filed by Attorney (Jeanfreau, Charles) (Entered: 10/10/2017)",gpt-4o-mini-2024-07-18,350,2,Notice,Notice
6773237-35169514-37355179,"341 Meeting of Creditors Closed. Debtor appeared. (TEXT ONLY EVENT) (Gordon, Kenneth) (Entered: 10/06/2017)",gpt-4o-mini-2024-07-18,340,2,Other,Other
6773237-35169513-37355178,"Letter Trustee's request for a copy of the marital settlement agreement on behalf of Debtor Richard A. Seeley. (Attachments: # 1 Exhibit Divorce Decree and settlment of marital property) Filed by Attorney (Andersen, Charles) (Entered: 10/05/2017)",gpt-4o-mini-2024-07-18,368,2,Other,Request / Motion
6773237-35169512-37355177,BNC Certificate of Mailing. (re: related document(s)16 Deficiency Notice). Notice Date 09/16/2017. (Admin.) (Entered: 09/17/2017),gpt-4o-mini-2024-07-18,349,2,Notice,Other
6773237-35169511-37355176,"Deficiency Notice. (re: related document(s)14 Amendment to Schedules and/or Statements Already Filed filed by Debtor Richard A. Seeley). (Saetta, K.) (Entered: 09/14/2017)",gpt-4o-mini-2024-07-18,355,2,Notice,Notice
6773237-35169510-37355175,"Certificate of Service on behalf of Debtor Richard A. Seeley. (RE: related document(s)14 Amendment to Schedules and/or Statements Already Filed) Filed by Attorney (Andersen, Charles) (Entered: 09/13/2017)",gpt-4o-mini-2024-07-18,359,2,Other,Other
6773237-35169509-37355174,"Amended Schedules and/or Statements filed: Schedule A-B. on behalf of Debtor Richard A. Seeley. (Attachments: # 1 Schedule) Filed by Attorney (Andersen, Charles) (Entered: 09/13/2017)",gpt-4o-mini-2024-07-18,359,2,Other,Other
6773237-35169508-37355173,BNC Certificate of Mailing. (re: related document(s)12 Notice to Creditors of Assets). Notice Date 08/31/2017. (Admin.) (Entered: 09/01/2017),gpt-4o-mini-2024-07-18,352,2,Notice,Other
6773237-35169507-37355172,"Notice to Creditors of Assets. Kathleen Dunivin Schmitt, US Trustee, added as a party to this case. Proofs of Claims due by 11/30/2017. Government Proof of Claim due by 1/29/2018. (Andrews, A.) (Entered: 08/29/2017)",gpt-4o-mini-2024-07-18,376,2,Notice,Notice
6773237-35169506-37355171,"Trustee's Notice of Assets & Request for Notice to Creditors. (TEXT ONLY EVENT). Filed by Trustee Kenneth W. Gordon (Gordon, Kenneth) (Entered: 08/28/2017)",gpt-4o-mini-2024-07-18,350,2,Notice,Notice
6773237-35169505-37355170,"Statement Adjourning 341(a) Meeting of Creditors. (TEXT ONLY EVENT) Section 341(a) Meeting Continued . to 10/6/2017 at 10:00 AM at Rochester 341 - Room 6080. Debtor appeared. (Gordon, Kenneth) (Entered: 08/28/2017)",gpt-4o-mini-2024-07-18,378,3,Minute Entry,Minute Entry
6773237-35169504-37355169,"Personal Financial Management Course Certificate. Filed by the Course Provider. (Flag removed: DebtEd) (Geving, Allison) (Entered: 08/25/2017)",gpt-4o-mini-2024-07-18,343,2,Other,Other
